Group A,Group B,t_stat,p_value,Dataset
Pipeline_A,Pipeline_B,-1.6896997837278351,0.16635144833587803,uci_seizure
Pipeline_A,Pipeline_B,16.35933932455281,8.172342772042107e-05,eeg_eye_state
